postUrl,postCode,ownerUsername,text,TP_rating
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,pearceamelia,The amount doesn’t correlate with what baby can get and if you drink more milk yourself it doesn’t mean you make more milk!🤣which was said to me once upon a time 🙈,2
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,manpreet.pinder,Flange size is SO important. Do not just go with the one that comes with the pump without checking first..!,2
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,kathrynstaggibclc,"That pumping and bottle feeding is not ""an easier journey as you can see what baby is taking"" as one of my twin clients was once told by a HV!",2
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,birth_therapies,Change in settings. One breast can be less or more productive ❤️,2
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,cresswells_elmtreecottage,Suction only pumps can increase supply. You don’t need to catch your letdown in the early days unless there’s a reason to be giving extra milk to your baby.,2
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,cresswells_elmtreecottage,Pumps can be rented if they’re needed. You might not want or need one so you don’t need to buy one before your baby is born.,2
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,nourishibclc,Hands on pumping is amazing!!,2
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,jemmacalver,"Cover the bottle whilst pumping so you can't see how much milk is coming out, so you don't obsess over it!",2
https://www.instagram.com/p/C2hB6CEAq-z/,C2hB6CEAq-z,tamzinwestibclc,Not all pumps are equal!,2
https://www.instagram.com/p/C2Y2JGhPj_y/,C2Y2JGhPj_y,pattylcampos,"My daughter was diagnosed with FPIES at 7 months also, our GP had no idea about it, I had a subscription to the baby mealtimes from Dr Kyla and I was able to find answers when it happened. She was a breastfed baby FPIES to Banana. We did a rechallenge at the hospital when she was 19 months old and passed!",2
https://www.instagram.com/p/C2Y2JGhPj_y/,C2Y2JGhPj_y,bethsmeaton89,My boy was diagnosed with FPIES at 7 months. Either chicken or peanuts. We were told it was most likely chicken as peanuts is very rare with FPIES. Did a good challenge and it turned out to be peanuts! He has just turned 2 and we’ve been discharged from the allergist and he can now eat peanuts with no reaction 😊 though we still keep the medication on hand just in case!,2
https://www.instagram.com/p/C1tXrRAJEcc/,C1tXrRAJEcc,l.a.thomas_,👏🏼👏🏼👏🏼 All the good stuff! Lucky boy 💙👌🏼,2
https://www.instagram.com/p/C1tXrRAJEcc/,C1tXrRAJEcc,jess.roseeyy,Naw so special and a great start to life. I fed the twins for 8 months and can relate to the ending stages but the memories last forever ❤️,2
https://www.instagram.com/p/C1tXrRAJEcc/,C1tXrRAJEcc,emilyleilua,That’s why you are a super mama ❤️ Jai Jai is so blessed x,2
https://www.instagram.com/p/C1tXrRAJEcc/,C1tXrRAJEcc,orlaayerharris,So so beautiful and special!! He is such a lucky wee boy ❤️,2
https://www.instagram.com/p/C1tXrRAJEcc/,C1tXrRAJEcc,livrosecosford,"Thought I’d wean Bodhi at 2, we’re still going 😬🥰. No end in sight for my wee man, big lover of the 🍈🍈😂. You’re incredible to persevere. Most incredible start to life 😘",2
https://www.instagram.com/p/C1tXrRAJEcc/,C1tXrRAJEcc,bethberry__,Not always an easy journey but such a special one 🤍 what a start to life you have given him 🫶🏼,2
https://www.instagram.com/p/C1tXrRAJEcc/,C1tXrRAJEcc,ema.pene,Jais lucky to have such a strong māmā 🫶🏾,2
https://www.instagram.com/p/C1tXrRAJEcc/,C1tXrRAJEcc,_laurabrooke_,You are amazing friend ❤️❤️,2
https://www.instagram.com/p/C2DtQySKIzA/,C2DtQySKIzA,the.smart.doula,@pottagepower  here you go part three ❤️,2
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,igielis,"Wij hebben dit de eerste weken gedaan, op aangeven van de vroedvrouw in het ziekenhuis die zei dat we nog een dessertje moesten geven aan ons kindje.
Achteraf gezien helemaal geen noodzaak toe om dat nog te geven,  en ook geen begeleiding over hoe lang dat dan moest of hoeveel dat moest zijn",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,sonda.m,"De eerste 6 weken Triple feeding owv dysmatuurtje dat amper bijkwam in het begin. Naar huis gegaan onder zijn 10% met amper een gewicht van 2,2kg. Nu 5 maanden later hebben we een stevige jongen van bijna 7 kg, puur op moedermelk 💪🏾 In het begin werd ons gezegd dat het nakolven en bijvoeden na een dikke week tot twee weken wel kon stoppen meestal, maar helaas kwam ons ventje amper aan. De moed zakte telkens in de schoenen en heel vaak mezelf afgevraagd of kunstvoeding dan toch niet beter zou zijn, maar ik wilde zo graag proberen om verder te geraken dan bij ons eerste zoontje. In week 7 kwam de ommekeer en sindsdien is het puur voeden op verzoek en groeit hij als kool 🥰",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,shana_93,"Het zwaarste wat ik ooit heb gedaan, maar met veel steun van mijn partner zijn we erdoor geraakt.",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,marijevandelagemaat,@jorrindevanderwind goed stukje! Dit had ik ook,-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,louise.puttemans,"Hier ook tripple feeding en helaas mee gestopt na 10 dagen omdat ik zo op was, geen perspectief, te weinig begeleiding.. Wel ten gevolge van een traumatische geboorte en opname op neonatologie ❤️‍🩹",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,shauni_vh,Ik vond triple feeding zo slopend! Toch volgehouden tot m’n kindje terug begon bij te komen en konden we terug volledig naar bv overschakelen. Nu al 10 maanden bezig met bv 💪,-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,sarah.robert.142,"Beslist om toch borstvoeding te geven maar fulltime te kolven, ondertussen al 8 maanden",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,elk_e.willems,De oudste dochter heeft zo tot haar 17 maanden bv gekregen. Bij de andere 2 lukte live voeden wel na betere begeleiding. Zelfs 6 maanden getandemd.,-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,katrien_dc,"Zo’n 5 maanden gedaan bij mijn dochter omdat ze niet bijkwam.. de eerste weken dag en nacht, maar nadien liet ik het kolven weg na de nachtvoeding(en) omdat de voedingsmomenten té lang duurden. Maar tot ik ging gaan werken, kolfde ik altijd bij (meestal ook eens 1u powerkolven per dag) én aangevuld met kunstvoeding. Zodra ik begon te werken, wou de dochter niet meer live drinken en kolfde ik 3 à 4 keer per dag om 1 fles van 240 te kunnen vullen.. Toen mijn dochter 6 maanden was waren we op reis en is het kolven ook (kunnen) stilvallen.. Ik kon het toen eindelijk loslaten.. 
Mijn zoon is nu 8,5 weken en de borstvoeding loopt goed! Eindelijk ervaar ik alle voordelen en gemakken van (live) borstvoeding te kunnen geven ❤️",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,evachristina90,Ik heb dit in mijn kraamweek(!) gedaan omdat mijn melk niet top opgang kwam en ons zoontje teveel afviel. Slopend. 2wk gedaan. Toen liep het als 'n tiet (en nu nog met 25mnd ❤️💪🏽..),-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,sofie_weckx,"Dit heeft mijn borstvoeding goed op gang gezet. Inderdaad super intensief, maar geen seconde spijt van deze tijdelijke maatregel. Dankzij Elke van @momme_vroedvrouwenteam werd dit ook in goede banen geleid. Een goede vroedvrouw is zo belangrijk!",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,elynemeulenbergs,"Ik heb het denk ik zo'n 2 weken gedaan net na de geboorte van onze dochter. Super vermoeiend, je bent precies enkel nog maar met dat bezig. Vroedvrouw/lactatiedeskundige zei dat ik voor mijn gezondheid moest uiteindelijk beslissen/kiezen... We hebben dan alles alles alles op alles gezet om dochterlief volledig te laten drinken aan de borst. Melk spuiten in tepelhoedje, niemand die dat ooit als advies gaf, maar het werkte. 2 dagen later en we waren vertrokken voor een borstvoedingsavontuur van 6 maanden 💜. Zeer blij en ik gun het alle mama's, papa's en kindjes!!!",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,silvieketje,"Doe ik al paar maand, ik heb gewoon te weinig melk en heb er alles aan gedaan meer melk te krijgen maar lukt gewoon niet. Ik doe dit enkel 'smorgens en 'savonds. Ze drinkt 2 min ad borst en begint dan te trekken en bijten in men tepels. Dan flesje en dan manueel kolven, soms duurt dit allemaal samen maar 15 minuten in totaal dus voor mij is dit wel heel doenbaar. Aangezien elke druppel telt en ik enkele druppels heb doe ik nog even voort",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,anphilips,"Dit is ontzettend triggerend voor mij😢 11 jaar geleden heb ik dit ook moeten doen, zonder uitleg, zonder hulp, met een premature baby die maar 6x per dag mocht drinken van de kinderarts. Na 4 weken mocht ze naar huis terwijl ze maar 1x per dag live aan de borst dronk. Ik ben met haar thuis gekomen zonder uitleg en zonder vroedvrouw aan huis (ik wist toen zelfs nog niet dat dat bestond). Daarbovenop had ze ook nog kma. Ik was doodop en heb dus na enkele weken de handdoek in de ring moeten gooien. Met veel tranen die door niemand begrepen werden. Ik ween er nog om als ik er aan terug denk. Gelukkig nu bij ons 3e kindje LLL leren kennen en me laten omringen zoals het hoort. Nu wel al 2,8j aan de borst. Ik heb er deze keer álles voor over gehad om het te laten slagen, en daar zit die eerste ervaring zeker voor iets tussen.",-
https://www.instagram.com/p/C0zfU7jrl9y/,C0zfU7jrl9y,emily_vandeperre,"Ondertussen 4 maanden. 1 periode gehad dat ik wel 2w voltijds borstvoeding heb gegeven, maar toen kwam hij niet voldoende bij en daalde mijn productie. Nu al een week intensief aan het bijkolven voor betere productie want die ik is enorm gezakt. We houden vol, maar binnen enkele weken werken. Geen idee hoe ik dat dan ga doen. Zorgen voor later?",-
https://www.instagram.com/p/DHGyKmWM-cJ/,DHGyKmWM-cJ,ohmamaphotography,That’s fascinating! So good to know!,3
https://www.instagram.com/p/DHGyKmWM-cJ/,DHGyKmWM-cJ,catrionanic,I love telling this to pumping parents. The look of relief on their faces!!!,3
https://www.instagram.com/p/DHGyKmWM-cJ/,DHGyKmWM-cJ,pregnant.me,Triple feeding sets you up for failure! 😢,1
https://www.instagram.com/p/DHGyKmWM-cJ/,DHGyKmWM-cJ,mariamc1965,Do you have the research to support this? Would be interesting to read this.,2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,anna.tomchuk1,"I knew early on I was not alone in my experience, but somehow it still felt lonely. There was lots of grief and tears involved in the process. Vasospasm and nipple blisters were a nightmare, undetected lip and tongue tie did not help. Numerous appointments with lactation clinic, and finally finding paid specialists is what helped, but at that point my supply was already dwindling. So much time spent at the breast that I felt like a cow, and not a person, and was constantly told that everything was fine… how women do this without any support I will never know.",2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,tyrannosarahs.porter,"I legitimately have PTSD from my first. He had a painful latch that never really resolved despite a lot of support, so after 6 months of trying to exclusively nurse, I ended up exclusively pumping for another 8 months. I felt so lonely, desperate, and helpless, and all my friends having babies seemed to have no problems with nursing. In the end, I feel good about our journey, but it took a lot for me to get there. Now my second baby is almost 6 months old and still going strong with nursing, but she also needed a lot of help in the beginning. So much love to all the mamas struggling. It really is its own special kind of hell to have feeding struggles. Whatever you need to do to feed your baby really is okay, even though it doesn’t seem that way at the time.",2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,bunni212,You’d think breastfeeding is instinctual and easy but it was my hardest journey. Thanks for sharing as I find they don’t talk about the struggles of breastfeeding and pumping etc… ❤️🙌,2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,michellejaelin,This is so relatable. Breastfeeding is really hard and it's not often discussed openly about how challenging it is... thank you for sharing your story ❤️,2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,advancedlactationcarewinnipeg,You’re a rock star! 🌟,2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,nicoleosinga_rd,Thank you for being so open and honest. I am curious to see how breastfeeding will go with my little that I will meet in 2 months,2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,withyoupostpartum,"All feeding, all love 👏",2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,okayforest,"Thank you for sharing about this and normalizing it! It can feel so so lonely to go through and so confusing while you’re also grappling with everything else postpartum. 😓 
It’s good for mama’s to hear they aren’t alone in it and it’s actually super common to have some challenges with it.",2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,keerthu1026,"Oh I relate to this so much. 🫂My 2nd baby started off great for the first 4 weeks. But then developed a feeding aversion due to oversupply from my end.  He would refuse to nurse. His percentile dropped from 30 to 5 at 3 months. We are now 8 months pp. I still EBF cos baby doesn’t do bottles (haven’t figured it out so far). But triple feed. I nurse, pump remaining out to maintain supply & give it in a dropper or cup. Exhausting is an understatement. I m spoon feeding solids because I don’t have the mental bandwidth for BLW this time around. I’m counting days till he turns 1 year. Oh did I mention, I am also dairy free since Nov of 2023. 🤕🤕🤕",2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,erin.walker1,This was so my daughter.,2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,emilyjidkine,"I had a really similar experience with my first and reading your story back makes me realize that although everyones breastfeeding journey is different, there is a support network out there and there are people who can relate to your struggles!",2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,kristkcn,Yes! I had a similar experience where my baby didn’t fully latch until 4 months and was constantly looking for success stories using shields. I appreciate you sharing this!,2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,kaitmcmack,"Yes! I’m a PA- and will admit I judged patients who chose not to breastfeed before I had my first. Then with her she refused to nurse and lost too much weight, I had thrush, mastitis that turned to an abscess and surgery for the abscess. It was horrible and contributed to significant PPD. My second I didn’t think I would even try after the first couple of weeks but it ended up going so smoothly and I had a totally redeeming journey. My kids have definitely taught me fed is best and happy healthy mom is best!",2
https://www.instagram.com/p/DGvRwciASg4/,DGvRwciASg4,joce.lum,"As someone who still sometimes experiences mom guilt for having struggles with breastfeeding back when my daughter was a newborn, I really needed and deeply appreciate this post. Thank you for sharing your experience 🤍",2
https://www.instagram.com/p/DHWkNIMymgy/,DHWkNIMymgy,withyoupostpartum,Thank you for highlighting the need for follow up and review by a lactation consultant or feeding professional. This part is where I fell through the cracks in 2020 and I was left to triple feed for 8 weeks. It broke my mental health and ultimately led me to become a lactation consultant myself. It is vital this is not a long term plan for folks 🤍,1
https://www.instagram.com/p/DHWkNIMymgy/,DHWkNIMymgy,advancedlactationcarewinnipeg,"👏👏👏 Yes! I’ve recently worked with several families who had been triple feeding for WEEKS (and in one case, several months) when they reached out to me. There is help for weaning off and families should not be left without a plan to wean off of triple feeding.",1
https://www.instagram.com/p/DHWkNIMymgy/,DHWkNIMymgy,d.schapppert,Days!! We were on this for months when my twins were newborns with tongue ties. Please share more that this is not normal.,1
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,sadia8k,"My baby was underweight and doing three things was so exhausting. Once the latch improved and my baby gained weight, I stopped. But I would definitely say that it works the best, my milk supply also strongly established because of it.",3
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,shyrellekatanov,Omg why did I throw out my shoe box😂😂,2
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,namitasurlakar,Can I use this methods at 2 months for baby?,2
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,amandawiski,Can you do this 4 months po?,2
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,amandawiski,Also I tried a haaka today and nothing happened - is this maybe because I latched it on after my let down?,2
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,simplykate_xo,Can you still increase your supply with this method at almost 4 months pp?,2
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,lustrous_midnight_eyes,Did this for 4 months and it was exhausting. It’s also okay to listen to your body and not put so much pressure on yourself to make milk. Combo feeding is an option and it’s okay to take care of your mental health to ensure you can be with baby and not a zombie of a person,1
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,bobbie_ferguson1,I'm 39w and 4d.... this just exhausted me lol,1
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,bethie_liza,"What if baby doesn’t nurse more than 10-15 min per session? Like when she’s done on one breast, that’s it. She wouldn’t nurse from the other breast until the next feeding session.",2
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,darling.motherhood,One of the hardest things I ever did for and don’t recommend to anyone for more than 1-2 weeks,1
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,_melhagerman,I did this with my daughter for three weeks and it was hell on earth.,1
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,jade_siren28,What if your baby won’t let you put them down?,2
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,s_r_u_t_e_e_z,Can low supply mom can use wearable breast pump,2
https://www.instagram.com/p/DG_biMkS-nz/,DG_biMkS-nz,mierswa77,"Im 2 weeks pp. Even if I just pump and not nurse first, I barely make 1oz combined. Is that normal, shouldn't I be making more? I have to supplement which is fine, I'd just like to make enough",1
https://www.instagram.com/p/DGTVoTHNdxc/,DGTVoTHNdxc,idehealy,What would recommend for premature baby?  My daughter was born at 34+6,2
https://www.instagram.com/p/DGTVoTHNdxc/,DGTVoTHNdxc,sarcon46,What would the recommendation be for pre term/ poorly babies please?,2
https://www.instagram.com/p/DGMb9PXO9r6/,DGMb9PXO9r6,arestfulnight,This was the hardest part of breastfeeding with my first! She has a tongue tie and really struggled with her match for several weeks. We were using a nipple shield and triple feeding - never been so tired in my life!!!,1
https://www.instagram.com/p/DGMb9PXO9r6/,DGMb9PXO9r6,totstherapy,Such a good reminder 👏,2
https://www.instagram.com/p/DGMb9PXO9r6/,DGMb9PXO9r6,thealliancecenterct,"Thank you for the reminder @lauren.d.horowitz , especially the part about this being a temporary strategy!",2
https://www.instagram.com/p/DGngC9QAa22/,DGngC9QAa22,theblackrabbit_hole,"I find the bracelet idea so sweet 💚
Welcome to this world",2
https://www.instagram.com/p/DGngC9QAa22/,DGngC9QAa22,workingsquirrel,"I'm so proud of all of you. I really hope you're healing okay and uuuugh I hope the mastitis clears up soon. Now is not the time, boob!! I'm not sure how to give any support from this distance, but if you or @coggro can think of anything, shoot me a text ❤️ I love you guys",2
https://www.instagram.com/p/DGngC9QAa22/,DGngC9QAa22,lemonademadedaily,It IS exhausting but hang in there and learn to savor the joy that is group family naps!,2
https://www.instagram.com/p/DGngC9QAa22/,DGngC9QAa22,workingsquirrel,Oh! How's August doing with everything?,2
https://www.instagram.com/p/DGngC9QAa22/,DGngC9QAa22,maissac,Love you all so much and so proud of all 4 of you (August included).,2
https://www.instagram.com/p/DGngC9QAa22/,DGngC9QAa22,strumpet_in_stays,"What a resilient little guy (and parents!) Wishing you guys all the best and hopefully at least a little sleep! Pumping and mastitis is the worst, hoping it clears up soon! ❤️",2
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,flow_lactation,"Yes yes yes! I week max is my rec, unless there is TONS of extra support around",2
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,taytaypooka,It’s… not meant to be forever? 😭 I’m 11wks pp and I’m so tired,1
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,lararahop,"I've been doing it for 10 weeks and was never told how to transition off pumping  as I just hoped she'd get better at latching 😭 no tongue tie, she just suckles more for comfort than feeding now. It breaks my heart but I'm going to have to start weaning off pumping and increasing her formula as it isn't sustainable. I just don't know where to start with it.",1
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,ellen_atwood_corwin,"We had to triple feed our baby boy for almost two months. I had PreE with severe features and delivered at 36&6. He was 5lbs 12oz at birth and 5lbs 2oz when we left the hospital. We kept up the triple feeding for almost two months to support his weight gain. It was a a miserable two months but we had LOTS of help (thank goodness!!). Now we have a very happy, healthy 11mo old boy who LOVES to eat both solids and his milk. Being a momma is HARD in general but even harder when triple feeding. But if you are triple feeding, you should be SO PROUD of yourself and know that it does get easier!! 🩵",3
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,xeni.kaldy,"3 months, and felt like a lifetime for sure. I gave up trying to nurse, and pumping too, as we all felt like our entire life revolves around trying to breastfeed, and manage pumping sessions.",1
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,ginny_espenshade,Whew. Hardest week and a half of my life. Looking at the comments here and I can’t believe people are doing it long term. I’m so sorry 😭,2
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,lexington.concord,🥴 12 weeks of triple feeding….low supply. How isn’t this supposed to be long term??,1
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,liljenn_rn,"Some women (me) return to work, but still want to provide some  breastmilk in the day time AND want the connection of breastfeeding when possible. Pumping is essential.  That is what triple feeding is, correct?  Or is it doing all three in sequence every few hours?  I want to keep giving as much breastmilk s possible and must pump to maintain my supply, so i will be triple feeding for the long run.",2
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,emmafry_22,Got started on triple feeding with formula 12 hours after birth to help my baby’s blood sugars. Almost gave up on breastfeeding but luckily found the most incredible lactation consultant who truly changed our journey! As an L&D RN gave me such a different perspective on what our patients go through and how to give better support ❤️ hugs to all the triple feeding warriors,3
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,milkandcradleva,It’s so hard and unsustainable and not ever my first recommendation to support milk supply.  So sorry for those who have experienced this and felt the need to stop breastfeeding.,1
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,lauraaaa_leeee,"I needed to hear this a few months ago after having my son. It was so hard, draining, and guilt-inducing because I thought I was supposed to be happily bonding yet I was dreading feedings and crying constantly. Thank you for posting this! ❤️",1
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,alex_walk35,"I was sent home triple feeding, with minimal support and sent to a lactation consultant who made me feel so terrible, and it was the most exhausting awful 6 weeks",1
https://www.instagram.com/p/DGNzu45OoNa/,DGNzu45OoNa,baumd0tc0mm,I’m so sorry for those doing this long term. My baby had tongue and lip tie and wouldn’t do bottles before @foundations_pediatricpt help. I thought it was hard just doing extra long breast feeds with a little pumping for a stash. I could not imagine triple feeding 😵‍💫,1
https://www.instagram.com/p/DGLk_gMgWTN/,DGLk_gMgWTN,fullfeedings,Having the right ‘ingredients’ is the best way to support feeding our babies well! Being flexible in our feeding strategy is an important part of feeding fully and achieving consistent nighttime sleep ❤️,2
https://www.instagram.com/p/DGLk_gMgWTN/,DGLk_gMgWTN,pavithra_rohanhv,I have saggy soft breasts with big nipples difficult to latch now i m doing triple feeding but how long,2
https://www.instagram.com/p/DFnaH_uptG6/,DFnaH_uptG6,laura.k__,Yes!! Triple feeding helped kick start my breastfeeding journey but it is a slow form of torture 😆,3
https://www.instagram.com/p/DFU2aq4zvH_/,DFU2aq4zvH_,nurturing.flow,#worldbreastpumpingday #pumpingisbreastfeeding #exclusivepumping #milksupply #mumsofinstragramau #australianmums #BreastfeedingCommunity #breastmilk #breastmilkstash #exclusivepumpersaustralia #mothersmilk #bottlefeeding #aussiemumsandbubs #pumpingtips #PumpingJourney #PumpingMumsUnite #PumpingMilkJourney #PumpingAndFeeding #triplefeeding #relactation #pumpingmumlife,2
https://www.instagram.com/p/C8kamOLsscQ/,C8kamOLsscQ,millie_ozzie_and_me,You’re doing an  amazing job. The kids are lucky to have you as their mumma 🫶🏻,2
https://www.instagram.com/p/C8kamOLsscQ/,C8kamOLsscQ,readwithlauren_,Well done Mama! You’re smashing it ✨,2
https://www.instagram.com/p/C8cLsDcpWd6/,C8cLsDcpWd6,gio_and_me_3,I feel that this saved my viewing journey. It took me two months to before I could latch babe without pain. I thank my husband for his patience and dedication to feeing baby this way while we worked out and finally got a tie diagnosis and treatment we needed.,2
https://www.instagram.com/p/C8cLsDcpWd6/,C8cLsDcpWd6,ctambo16,So I am tripple feeding with twins and find myself side lying them but kind of propping under super vision so I can hands on pump. Does this make it counter productive I’m just trying my best to get it all done in a timely manner since I have two older kids. I nurse each baby 10 min seperate a couple times a day and pump while side lying a propped bottle to the twins. Is this defeating the purpose of paced feeding ? I do fill about half the nipple only.,2
https://www.instagram.com/p/C8CqLF6MmI6/,C8CqLF6MmI6,second9months,Good job!  It should always be short term intervention!,2
https://www.instagram.com/p/C8CqLF6MmI6/,C8CqLF6MmI6,super_mummy,I see so mums discharged from the hospital and left on triple feeding.  It can really break a person😢 I usually don’t recommend triple feeding for more than 1 week while I put a plan in place. Does your study recommend any particular length of time before it becomes detrimental?,1
https://www.instagram.com/p/C8CqLF6MmI6/,C8CqLF6MmI6,rscottpillai_ibclc_sleepcoach,"I have had so many mums thank me for helping them move away from triple feeding. Sometimes because we got their supply up quickly, but other times it was about finding a workable plan that involved formula. 

Do you have a link to your research paper? I’d love to read it.",1
https://www.instagram.com/p/C8CqLF6MmI6/,C8CqLF6MmI6,opticalillusion85,"100% agreed. Nearly had a nervous breakdown, at it for months. We need to be told that it's only a short term solution before beginning!",1
